#year,month,day,hour,qtr,lineID,stationID,statusN,statusS
2015,1,31,0, 4,  0,0,0
2015,1,31,0, 4,  1,0,0
2015,1,31,0, 4,  2,1,0
2015,1,31,0, 4,  3,0,0
2015,1,31,0, 4,  4,1,0
2015,1,31,0, 4,  5,1,1
2015,1,31,0, 4,  6,0,1
2015,1,31,0, 4,  7,0,1
2015,1,31,0, 4,  8,0,0
2015,1,31,0, 4,  9,1,0
2015,1,31,0, 4, 10,0,1
2015,1,31,0, 4, 11,1,1
2015,1,31,0, 4, 12,0,0
2015,1,31,0, 4, 13,0,0
2015,1,31,0, 4, 14,0,0
2015,1,31,0, 4, 15,1,1
2015,1,31,0, 4, 16,1,1
2015,1,31,0, 4, 17,0,1
2015,1,31,0, 4, 18,0,0
2015,1,31,0, 4,  0,0,0
2015,1,31,0, 4,  1,0,0
2015,1,31,0, 4,  2,1,0
2015,1,31,0, 4,  3,0,0
2015,1,31,0, 4,  4,1,0
2015,1,31,0, 4,  5,1,1
2015,1,31,0, 4,  6,0,1
2015,1,31,0, 4,  7,0,1
2015,1,31,0, 4,  8,0,0
2015,1,31,0, 4,  9,1,0
2015,1,31,0, 4, 10,0,1
2015,1,31,0, 4, 11,1,1
2015,1,31,0, 4, 12,0,0
2015,1,31,0, 4, 13,0,0
2015,1,31,0, 4, 14,0,0
2015,1,31,0, 4, 15,1,1
2015,1,31,0, 4, 16,1,1
2015,1,31,0, 4, 17,0,1
2015,1,31,0, 4, 18,0,0
2015,1,31,0, 4,  0,0,0
2015,1,31,0, 4,  1,0,0
2015,1,31,0, 4,  2,1,0
2015,1,31,0, 4,  3,0,0
2015,1,31,0, 4,  4,1,0
2015,1,31,0, 4,  5,1,1
2015,1,31,0, 4,  6,0,1
2015,1,31,0, 4,  7,0,1
2015,1,31,0, 4,  8,0,0
2015,1,31,0, 4,  9,1,0
2015,1,31,0, 4, 10,0,1
2015,1,31,0, 4, 11,1,1
2015,1,31,0, 4, 12,0,0
2015,1,31,0, 4, 13,0,0
2015,1,31,0, 4, 14,0,0
2015,1,31,0, 4, 15,1,1
2015,1,31,0, 4, 16,1,1
2015,1,31,0, 4, 17,0,1
2015,1,31,0, 4, 18,0,0
2015,1,31,0, 4,  0,0,0
2015,1,31,0, 4,  1,0,0
2015,1,31,0, 4,  2,1,0
2015,1,31,0, 4,  3,0,0
2015,1,31,0, 4,  4,1,0
2015,1,31,0, 4,  5,1,1
2015,1,31,0, 4,  6,0,1
2015,1,31,0, 4,  7,0,1
2015,1,31,0, 4,  8,0,0
2015,1,31,0, 4,  9,1,0
2015,1,31,0, 4, 10,0,1
2015,1,31,0, 4, 11,1,1
2015,1,31,0, 4, 12,0,0
2015,1,31,0, 4, 13,0,0
2015,1,31,0, 4, 14,0,0
2015,1,31,0, 4, 15,1,1
2015,1,31,0, 4, 16,1,1
2015,1,31,0, 4, 17,0,1
2015,1,31,0, 4, 18,0,0
2015,1,31,1, 4,  0,0,0
2015,1,31,1, 4,  1,0,0
2015,1,31,1, 4,  2,1,0
2015,1,31,1, 4,  3,0,0
2015,1,31,1, 4,  4,1,0
2015,1,31,1, 4,  5,1,1
2015,1,31,1, 4,  6,0,1
2015,1,31,1, 4,  7,0,1
2015,1,31,1, 4,  8,0,0
2015,1,31,1, 4,  9,1,0
2015,1,31,1, 4, 10,0,1
2015,1,31,1, 4, 11,1,1
2015,1,31,1, 4, 12,0,0
2015,1,31,1, 4, 13,0,0
2015,1,31,1, 4, 14,0,0
2015,1,31,1, 4, 15,1,1
2015,1,31,1, 4, 16,1,1
2015,1,31,1, 4, 17,0,1
2015,1,31,1, 4, 18,0,0
2015,1,31,1, 4,  0,0,0
2015,1,31,1, 4,  1,0,0
2015,1,31,1, 4,  2,1,0
2015,1,31,1, 4,  3,0,0
2015,1,31,1, 4,  4,1,0
2015,1,31,1, 4,  5,1,1
2015,1,31,1, 4,  6,0,1
2015,1,31,1, 4,  7,0,1
2015,1,31,1, 4,  8,0,0
2015,1,31,1, 4,  9,1,0
2015,1,31,1, 4, 10,0,1
2015,1,31,1, 4, 11,1,1
2015,1,31,1, 4, 12,0,0
2015,1,31,1, 4, 13,0,0
2015,1,31,1, 4, 14,0,0
2015,1,31,1, 4, 15,1,1
2015,1,31,1, 4, 16,1,1
2015,1,31,1, 4, 17,0,1
2015,1,31,1, 4, 18,0,0
2015,1,31,1, 4,  0,0,0
2015,1,31,1, 4,  1,0,0
2015,1,31,1, 4,  2,0,0
2015,1,31,1, 4,  3,0,0
2015,1,31,1, 4,  4,0,0
2015,1,31,1, 4,  5,1,1
2015,1,31,1, 4,  6,0,0
2015,1,31,1, 4,  7,0,0
2015,1,31,1, 4,  8,0,0
2015,1,31,1, 4,  9,1,0
2015,1,31,1, 4, 10,0,1
2015,1,31,1, 4, 11,1,0
2015,1,31,1, 4, 12,0,0
2015,1,31,1, 4, 13,0,0
2015,1,31,1, 4, 14,0,0
2015,1,31,1, 4, 15,0,0
2015,1,31,1, 4, 16,1,1
2015,1,31,1, 4, 17,0,0
2015,1,31,1, 4, 18,0,0
2015,1,31,1, 4,  0,0,0
2015,1,31,1, 4,  1,0,0
2015,1,31,1, 4,  2,0,0
2015,1,31,1, 4,  3,0,0
