#year,month,day,hour,qtr,lineID,stationID,statusN,statusS
2015,01,22,00,1, 2,  8,0,0
2015,01,22,00,1, 2,  9,0,0
2015,01,22,00,1, 2, 10,0,0
2015,01,22,00,1, 2, 11,1,1
2015,01,22,00,1, 2, 12,1,1
2015,01,22,00,1, 2, 13,0,0
2015,01,22,00,1, 2, 14,0,0
2015,01,22,00,1, 2, 15,1,0
2015,01,22,00,1, 2, 16,0,1
2015,01,22,00,1, 2, 17,0,0
2015,01,22,00,1, 2, 18,1,0
2015,01,22,00,1, 2, 19,1,0
2015,01,22,00,1, 2, 20,0,0
2015,01,22,00,1, 2, 21,0,0
2015,01,22,00,1, 2, 22,0,0
2015,01,22,00,1, 2, 23,1,0
2015,01,22,00,1, 2, 24,1,0
2015,01,22,00,1, 3,  0,0,0
2015,01,22,00,1, 3,  1,1,1
2015,01,22,00,1, 3,  2,0,0
2015,01,22,00,1, 3,  3,0,0
2015,01,22,00,1, 3,  4,0,0
2015,01,22,00,1, 3,  5,1,1
2015,01,22,00,1, 3,  6,0,0
2015,01,22,00,1, 3,  7,0,1
2015,01,22,00,1, 4,  0,0,0
2015,01,22,00,1, 4,  1,0,0
2015,01,22,00,1, 4,  2,0,1
2015,01,22,00,1, 4,  3,0,0
2015,01,22,00,1, 4,  4,1,0
2015,01,22,00,1, 4,  5,1,0
2015,01,22,00,1, 4,  6,0,1
2015,01,22,00,1, 4,  7,0,1
2015,01,22,00,1, 4,  8,0,0
2015,01,22,00,1, 4,  9,0,1
2015,01,22,00,1, 4, 10,1,0
2015,01,22,00,1, 4, 11,0,0
2015,01,22,00,1, 4, 12,1,1
2015,01,22,00,1, 4, 13,0,0
2015,01,22,00,1, 4, 14,1,0
2015,01,22,00,1, 4, 15,0,0
2015,01,22,00,1, 4, 16,0,1
2015,01,22,00,1, 4, 17,0,1
2015,01,22,00,1, 4, 18,0,1
2015,01,22,00,1, 5,  0,1,1
2015,01,22,00,1, 5,  1,1,1
2015,01,22,00,1, 5,  2,0,1
2015,01,22,00,1, 5,  3,0,0
2015,01,22,00,1, 5,  4,0,0
2015,01,22,00,1, 5,  5,0,0
2015,01,22,00,1, 5,  6,0,0
2015,01,22,00,1, 5,  7,0,0
2015,01,22,00,1, 5,  8,1,1
2015,01,22,00,1, 5,  9,1,1
2015,01,22,00,1, 5, 10,0,0
2015,01,22,00,1, 5, 11,0,1
2015,01,22,00,1, 5, 12,0,0
2015,01,22,00,1, 5, 13,0,0
2015,01,22,00,1, 5, 14,1,0
2015,01,22,00,1, 6,  0,0,0
2015,01,22,00,1, 6,  1,1,1
2015,01,22,00,1, 6,  2,0,0
2015,01,22,00,1, 6,  3,0,0
2015,01,22,00,1, 6,  4,0,0
2015,01,22,00,1, 6,  5,1,1
2015,01,22,00,1, 6,  6,0,0
2015,01,22,00,1, 7,  0,1,1
2015,01,22,00,1, 7,  1,1,1
2015,01,22,00,1, 7,  2,0,0
2015,01,22,00,1, 7,  3,0,0
2015,01,22,00,1, 7,  4,0,0
2015,01,22,00,1, 7,  5,1,1
2015,01,22,00,1, 7,  6,1,1
2015,01,22,00,1, 7,  7,0,0
2015,01,22,00,1, 7,  8,0,0
2015,01,22,00,1, 7,  9,1,1
2015,01,22,00,1, 7, 10,1,1
2015,01,22,00,1, 7, 11,0,0
2015,01,22,00,1, 8,  0,0,0
2015,01,22,00,1, 8,  1,0,0
2015,01,22,00,1, 8,  2,0,0
2015,01,22,00,1, 8,  3,0,0
2015,01,22,00,1, 8,  4,0,0
2015,01,22,00,1, 8,  5,0,0
2015,01,22,00,1, 8,  6,0,0
2015,01,22,00,2, 0,  0,2,0
2015,01,22,00,2, 0,  1,0,0
2015,01,22,00,2, 0,  2,1,1
2015,01,22,00,2, 0,  3,0,0
2015,01,22,00,2, 0,  4,0,1
2015,01,22,00,2, 0,  5,0,1
2015,01,22,00,2, 0,  6,0,0
2015,01,22,00,2, 0,  7,0,0
2015,01,22,00,2, 0,  8,0,0
2015,01,22,00,2, 0,  9,0,0
2015,01,22,00,2, 0, 10,0,1
2015,01,22,00,2, 0, 11,0,1
2015,01,22,00,2, 0, 12,0,1
2015,01,22,00,2, 0, 13,0,0
2015,01,22,00,2, 0, 14,0,0
2015,01,22,00,2, 0, 15,0,0
2015,01,22,00,2, 0, 16,0,1
2015,01,22,00,2, 0, 17,0,0
2015,01,22,00,2, 0, 18,0,0
2015,01,22,00,2, 0, 19,0,0
2015,01,22,00,2, 0, 20,0,0
2015,01,22,00,2, 0, 21,0,0
2015,01,22,00,2, 0, 22,0,0
2015,01,22,00,2, 0, 23,1,1
2015,01,22,00,2, 0, 24,0,0
2015,01,22,00,2, 0, 25,0,0
2015,01,22,00,2, 0, 26,1,0
2015,01,22,00,2, 0, 27,0,0
2015,01,22,00,2, 0, 28,0,0
2015,01,22,00,2, 0, 29,0,0
2015,01,22,00,2, 0, 30,0,0
2015,01,22,00,2, 0, 31,1,0
2015,01,22,00,2, 0, 32,1,0
2015,01,22,00,2, 0, 33,0,1
2015,01,22,00,2, 0, 34,0,0
2015,01,22,00,2, 0, 35,0,0
2015,01,22,00,2, 0, 36,0,0
2015,01,22,00,2, 1,  0,0,0
2015,01,22,00,2, 1,  1,0,0
2015,01,22,00,2, 1,  2,0,0
2015,01,22,00,2, 1,  3,0,0
2015,01,22,00,2, 1,  4,0,0
2015,01,22,00,2, 1,  5,0,0
2015,01,22,00,2, 1,  6,1,1
2015,01,22,00,2, 1,  7,1,1
2015,01,22,00,2, 1,  8,0,0
2015,01,22,00,2, 1,  9,0,0
2015,01,22,00,2, 1, 10,0,0
2015,01,22,00,2, 1, 11,1,1
2015,01,22,00,2, 2,  0,1,1
2015,01,22,00,2, 2,  1,0,0
2015,01,22,00,2, 2,  2,0,0
2015,01,22,00,2, 2,  3,0,0
2015,01,22,00,2, 2,  4,1,1
2015,01,22,00,2, 2,  5,0,1
2015,01,22,00,2, 2,  6,0,0
2015,01,22,00,2, 2,  7,0,0
2015,01,22,00,2, 2,  8,0,0
2015,01,22,00,2, 2,  9,0,0
2015,01,22,00,2, 2, 10,0,0
2015,01,22,00,2, 2, 11,1,1
2015,01,22,00,2, 2, 12,1,1
2015,01,22,00,2, 2, 13,0,0
2015,01,22,00,2, 2, 14,0,0
2015,01,22,00,2, 2, 15,1,0
2015,01,22,00,2, 2, 16,0,1
2015,01,22,00,2, 2, 17,0,0
2015,01,22,00,2, 2, 18,1,0
2015,01,22,00,2, 2, 19,1,0
2015,01,22,00,2, 2, 20,0,0
2015,01,22,00,2, 2, 21,0,0
2015,01,22,00,2, 2, 22,0,0
2015,01,22,00,2, 2, 23,1,0
2015,01,22,00,2, 2, 24,1,0
2015,01,22,00,2, 3,  0,0,0
2015,01,22,00,2, 3,  1,1,1
2015,01,22,00,2, 3,  2,0,0
2015,01,22,00,2, 3,  3,0,0
2015,01,22,00,2, 3,  4,0,0
2015,01,22,00,2, 3,  5,1,1
2015,01,22,00,2, 3,  6,0,0
2015,01,22,00,2, 3,  7,0,1
2015,01,22,00,2, 4,  0,0,0
2015,01,22,00,2, 4,  1,0,0
2015,01,22,00,2, 4,  2,0,1
2015,01,22,00,2, 4,  3,0,0
2015,01,22,00,2, 4,  4,1,0
2015,01,22,00,2, 4,  5,1,0
2015,01,22,00,2, 4,  6,0,1
2015,01,22,00,2, 4,  7,0,1
2015,01,22,00,2, 4,  8,0,0
2015,01,22,00,2, 4,  9,0,1
2015,01,22,00,2, 4, 10,1,0
2015,01,22,00,2, 4, 11,0,0
2015,01,22,00,2, 4, 12,1,1
2015,01,22,00,2, 4, 13,0,0
2015,01,22,00,2, 4, 14,1,0
2015,01,22,00,2, 4, 15,0,0
2015,01,22,00,2, 4, 16,0,1
2015,01,22,00,2, 4, 17,0,1
2015,01,22,00,2, 4, 18,0,1
2015,01,22,00,2, 5,  0,1,1
2015,01,22,00,2, 5,  1,1,1
2015,01,22,00,2, 5,  2,0,1
2015,01,22,00,2, 5,  3,0,0
2015,01,22,00,2, 5,  4,0,0
2015,01,22,00,2, 5,  5,0,0
2015,01,22,00,2, 5,  6,0,0
2015,01,22,00,2, 5,  7,0,0
2015,01,22,00,2, 5,  8,1,1
2015,01,22,00,2, 5,  9,1,1
2015,01,22,00,2, 5, 10,0,0
2015,01,22,00,2, 5, 11,0,1
2015,01,22,00,2, 5, 12,0,0
2015,01,22,00,2, 5, 13,0,0
2015,01,22,00,2, 5, 14,1,0
2015,01,22,00,2, 6,  0,0,0
2015,01,22,00,2, 6,  1,1,1
2015,01,22,00,2, 6,  2,0,0
2015,01,22,00,2, 6,  3,0,0
2015,01,22,00,2, 6,  4,0,0
2015,01,22,00,2, 6,  5,1,1
2015,01,22,00,2, 6,  6,0,0
2015,01,22,00,2, 7,  0,1,1
2015,01,22,00,2, 7,  1,1,1
2015,01,22,00,2, 7,  2,0,0
2015,01,22,00,2, 7,  3,0,0
2015,01,22,00,2, 7,  4,0,0
2015,01,22,00,2, 7,  5,1,1
2015,01,22,00,2, 7,  6,1,1
2015,01,22,00,2, 7,  7,0,0
2015,01,22,00,2, 7,  8,0,0
2015,01,22,00,2, 7,  9,1,1
2015,01,22,00,2, 7, 10,1,1
2015,01,22,00,2, 7, 11,0,0
2015,01,22,00,2, 8,  0,0,0
2015,01,22,00,2, 8,  1,0,0
2015,01,22,00,2, 8,  2,0,0
2015,01,22,00,2, 8,  3,0,0
2015,01,22,00,2, 8,  4,0,0
2015,01,22,00,2, 8,  5,0,0
2015,01,22,00,2, 8,  6,0,0
2015,01,22,00,3, 0,  0,2,0
2015,01,22,00,3, 0,  1,0,0
2015,01,22,00,3, 0,  2,1,1
2015,01,22,00,3, 0,  3,0,0
2015,01,22,00,3, 0,  4,0,1
2015,01,22,00,3, 0,  5,0,1
2015,01,22,00,3, 0,  6,0,0
2015,01,22,00,3, 0,  7,0,0
2015,01,22,00,3, 0,  8,0,0
2015,01,22,00,3, 0,  9,0,0
2015,01,22,00,3, 0, 10,0,1
2015,01,22,00,3, 0, 11,0,1
2015,01,22,00,3, 0, 12,0,1
2015,01,22,00,3, 0, 13,0,0
2015,01,22,00,3, 0, 14,0,0
2015,01,22,00,3, 0, 15,0,0
2015,01,22,00,3, 0, 16,0,1
2015,01,22,00,3, 0, 17,0,0
2015,01,22,00,3, 0, 18,0,0
2015,01,22,00,3, 0, 19,0,0
2015,01,22,00,3, 0, 20,0,0
2015,01,22,00,3, 0, 21,0,0
2015,01,22,00,3, 0, 22,0,0
2015,01,22,00,3, 0, 23,1,1
2015,01,22,00,3, 0, 24,0,0
2015,01,22,00,3, 0, 25,0,0
2015,01,22,00,3, 0, 26,1,0
2015,01,22,00,3, 0, 27,0,0
2015,01,22,00,3, 0, 28,0,0
2015,01,22,00,3, 0, 29,0,0
2015,01,22,00,3, 0, 30,0,0
2015,01,22,00,3, 0, 31,1,0
2015,01,22,00,3, 0, 32,1,0
2015,01,22,00,3, 0, 33,0,1
2015,01,22,00,3, 0, 34,0,0
2015,01,22,00,3, 0, 35,0,0
2015,01,22,00,3, 0, 36,0,0
2015,01,22,00,3, 1,  0,0,0
2015,01,22,00,3, 1,  1,0,0
2015,01,22,00,3, 1,  2,0,0
2015,01,22,00,3, 1,  3,0,0
2015,01,22,00,3, 1,  4,0,0
2015,01,22,00,3, 1,  5,0,0
2015,01,22,00,3, 1,  6,1,1
2015,01,22,00,3, 1,  7,1,1
2015,01,22,00,3, 1,  8,0,0
2015,01,22,00,3, 1,  9,0,0
2015,01,22,00,3, 1, 10,0,0
2015,01,22,00,3, 1, 11,1,1
2015,01,22,00,3, 2,  0,1,1
2015,01,22,00,3, 2,  1,0,0
2015,01,22,00,3, 2,  2,0,0
2015,01,22,00,3, 2,  3,0,0
2015,01,22,00,3, 2,  4,1,1
2015,01,22,00,3, 2,  5,0,1
2015,01,22,00,3, 2,  6,0,0
2015,01,22,00,3, 2,  7,0,0
2015,01,22,00,3, 2,  8,0,0
2015,01,22,00,3, 2,  9,0,0
2015,01,22,00,3, 2, 10,0,0
2015,01,22,00,3, 2, 11,1,1
2015,01,22,00,3, 2, 12,1,1
2015,01,22,00,3, 2, 13,0,0
2015,01,22,00,3, 2, 14,0,0
2015,01,22,00,3, 2, 15,1,0
2015,01,22,00,3, 2, 16,0,1
2015,01,22,00,3, 2, 17,0,0
2015,01,22,00,3, 2, 18,1,0
2015,01,22,00,3, 2, 19,1,0
2015,01,22,00,3, 2, 20,0,0
2015,01,22,00,3, 2, 21,0,0
2015,01,22,00,3, 2, 22,0,0
2015,01,22,00,3, 2, 23,1,0
2015,01,22,00,3, 2, 24,1,0
2015,01,22,00,3, 3,  0,0,0
2015,01,22,00,3, 3,  1,1,1
2015,01,22,00,3, 3,  2,0,0
2015,01,22,00,3, 3,  3,0,0
2015,01,22,00,3, 3,  4,0,0
2015,01,22,00,3, 3,  5,1,1
2015,01,22,00,3, 3,  6,0,0
2015,01,22,00,3, 3,  7,0,1
2015,01,22,00,3, 4,  0,0,0
2015,01,22,00,3, 4,  1,0,0
2015,01,22,00,3, 4,  2,0,1
2015,01,22,00,3, 4,  3,0,0
2015,01,22,00,3, 4,  4,1,0
2015,01,22,00,3, 4,  5,1,0
2015,01,22,00,3, 4,  6,0,1
2015,01,22,00,3, 4,  7,0,1
2015,01,22,00,3, 4,  8,0,0
2015,01,22,00,3, 4,  9,0,1
2015,01,22,00,3, 4, 10,1,0
2015,01,22,00,3, 4, 11,0,0
2015,01,22,00,3, 4, 12,1,1
2015,01,22,00,3, 4, 13,0,0
2015,01,22,00,3, 4, 14,1,0
2015,01,22,00,3, 4, 15,0,0
2015,01,22,00,3, 4, 16,0,1
2015,01,22,00,3, 4, 17,0,1
2015,01,22,00,3, 4, 18,0,1
2015,01,22,00,3, 5,  0,1,1
2015,01,22,00,3, 5,  1,1,1
2015,01,22,00,3, 5,  2,0,1
2015,01,22,00,3, 5,  3,0,0
2015,01,22,00,3, 5,  4,0,0
2015,01,22,00,3, 5,  5,0,0
2015,01,22,00,3, 5,  6,0,0
2015,01,22,00,3, 5,  7,0,0
2015,01,22,00,3, 5,  8,1,1
2015,01,22,00,3, 5,  9,1,1
2015,01,22,00,3, 5, 10,0,0
2015,01,22,00,3, 5, 11,0,1
2015,01,22,00,3, 5, 12,0,0
2015,01,22,00,3, 5, 13,0,0
2015,01,22,00,3, 5, 14,1,0
2015,01,22,00,3, 6,  0,0,0
2015,01,22,00,3, 6,  1,1,1
2015,01,22,00,3, 6,  2,0,0
2015,01,22,00,3, 6,  3,0,0
2015,01,22,00,3, 6,  4,0,0
2015,01,22,00,3, 6,  5,1,1
2015,01,22,00,3, 6,  6,0,0
2015,01,22,00,3, 7,  0,1,1
2015,01,22,00,3, 7,  1,1,1
2015,01,22,00,3, 7,  2,0,0
2015,01,22,00,3, 7,  3,0,0
2015,01,22,00,3, 7,  4,0,0
2015,01,22,00,3, 7,  5,1,1
2015,01,22,00,3, 7,  6,1,1
2015,01,22,00,3, 7,  7,0,0
2015,01,22,00,3, 7,  8,0,0
2015,01,22,00,3, 7,  9,1,1
2015,01,22,00,3, 7, 10,1,1
2015,01,22,00,3, 7, 11,0,0
2015,01,22,00,3, 8,  0,0,0
2015,01,22,00,3, 8,  1,0,0
2015,01,22,00,3, 8,  2,0,0
2015,01,22,00,3, 8,  3,0,0
2015,01,22,00,3, 8,  4,0,0
2015,01,22,00,3, 8,  5,0,0
2015,01,22,00,3, 8,  6,0,0
2015,01,22,00,4, 0,  0,2,0
2015,01,22,00,4, 0,  1,0,0
2015,01,22,00,4, 0,  2,1,1
2015,01,22,00,4, 0,  3,0,0
2015,01,22,00,4, 0,  4,0,1
2015,01,22,00,4, 0,  5,0,1
2015,01,22,00,4, 0,  6,0,0
2015,01,22,00,4, 0,  7,0,0
2015,01,22,00,4, 0,  8,0,0
2015,01,22,00,4, 0,  9,0,0
2015,01,22,00,4, 0, 10,0,1
2015,01,22,00,4, 0, 11,0,1
2015,01,22,00,4, 0, 12,0,1
2015,01,22,00,4, 0, 13,0,0
2015,01,22,00,4, 0, 14,0,0
2015,01,22,00,4, 0, 15,0,0
2015,01,22,00,4, 0, 16,0,1
2015,01,22,00,4, 0, 17,0,0
2015,01,22,00,4, 0, 18,0,0
2015,01,22,00,4, 0, 19,0,0
2015,01,22,00,4, 0, 20,0,0
2015,01,22,00,4, 0, 21,0,0
2015,01,22,00,4, 0, 22,0,0
2015,01,22,00,4, 0, 23,1,1
2015,01,22,00,4, 0, 24,0,0
2015,01,22,00,4, 0, 25,0,0
2015,01,22,00,4, 0, 26,1,0
2015,01,22,00,4, 0, 27,0,0
2015,01,22,00,4, 0, 28,0,0
2015,01,22,00,4, 0, 29,0,0
2015,01,22,00,4, 0, 30,0,0
2015,01,22,00,4, 0, 31,1,0
2015,01,22,00,4, 0, 32,1,0
2015,01,22,00,4, 0, 33,0,1
2015,01,22,00,4, 0, 34,0,0
2015,01,22,00,4, 0, 35,0,0
2015,01,22,00,4, 0, 36,0,0
2015,01,22,00,4, 1,  0,0,0
2015,01,22,00,4, 1,  1,0,0
2015,01,22,00,4, 1,  2,0,0
2015,01,22,00,4, 1,  3,0,0
2015,01,22,00,4, 1,  4,0,0
2015,01,22,00,4, 1,  5,0,0
2015,01,22,00,4, 1,  6,1,1
2015,01,22,00,4, 1,  7,1,1
2015,01,22,00,4, 1,  8,0,0
2015,01,22,00,4, 1,  9,0,0
2015,01,22,00,4, 1, 10,0,0
2015,01,22,00,4, 1, 11,1,1
2015,01,22,00,4, 2,  0,1,1
2015,01,22,00,4, 2,  1,0,0
2015,01,22,00,4, 2,  2,0,0
2015,01,22,00,4, 2,  3,0,0
2015,01,22,00,4, 2,  4,1,1
2015,01,22,00,4, 2,  5,0,1
2015,01,22,00,4, 2,  6,0,0
2015,01,22,00,4, 2,  7,0,0
2015,01,22,00,4, 2,  8,0,0
2015,01,22,00,4, 2,  9,0,0
2015,01,22,00,4, 2, 10,0,0
2015,01,22,00,4, 2, 11,1,1
2015,01,22,00,4, 2, 12,1,1
2015,01,22,00,4, 2, 13,0,0
2015,01,22,00,4, 2, 14,0,0
2015,01,22,00,4, 2, 15,1,0
2015,01,22,00,4, 2, 16,0,1
2015,01,22,00,4, 2, 17,0,0
2015,01,22,00,4, 2, 18,1,0
2015,01,22,00,4, 2, 19,1,0
2015,01,22,00,4, 2, 20,0,0
2015,01,22,00,4, 2, 21,0,0
2015,01,22,00,4, 2, 22,0,0
2015,01,22,00,4, 2, 23,1,0
2015,01,22,00,4, 2, 24,1,0
2015,01,22,00,4, 3,  0,0,0
2015,01,22,00,4, 3,  1,1,1
2015,01,22,00,4, 3,  2,0,0
2015,01,22,00,4, 3,  3,0,0
2015,01,22,00,4, 3,  4,0,0
2015,01,22,00,4, 3,  5,1,1
2015,01,22,00,4, 3,  6,0,0
2015,01,22,00,4, 3,  7,0,1
2015,01,22,00,4, 4,  0,0,0
2015,01,22,00,4, 4,  1,0,0
2015,01,22,00,4, 4,  2,0,1
2015,01,22,00,4, 4,  3,0,0
2015,01,22,00,4, 4,  4,1,0
2015,01,22,00,4, 4,  5,1,0
2015,01,22,00,4, 4,  6,0,1
2015,01,22,00,4, 4,  7,0,1
2015,01,22,00,4, 4,  8,0,0
2015,01,22,00,4, 4,  9,0,1
2015,01,22,00,4, 4, 10,1,0
2015,01,22,00,4, 4, 11,0,0
2015,01,22,00,4, 4, 12,1,1
2015,01,22,00,4, 4, 13,0,0
2015,01,22,00,4, 4, 14,1,0
2015,01,22,00,4, 4, 15,0,0
2015,01,22,00,4, 4, 16,0,1
2015,01,22,00,4, 4, 17,0,1
2015,01,22,00,4, 4, 18,0,1
2015,01,22,00,4, 5,  0,1,1
2015,01,22,00,4, 5,  1,1,1
2015,01,22,00,4, 5,  2,0,1
2015,01,22,00,4, 5,  3,0,0
2015,01,22,00,4, 5,  4,0,0
2015,01,22,00,4, 5,  5,0,0
2015,01,22,00,4, 5,  6,0,0
2015,01,22,00,4, 5,  7,0,0
2015,01,22,00,4, 5,  8,1,1
2015,01,22,00,4, 5,  9,1,1
2015,01,22,00,4, 5, 10,0,0
2015,01,22,00,4, 5, 11,0,1
2015,01,22,00,4, 5, 12,0,0
2015,01,22,00,4, 5, 13,0,0
2015,01,22,00,4, 5, 14,1,0
2015,01,22,00,4, 6,  0,0,0
2015,01,22,00,4, 6,  1,1,1
2015,01,22,00,4, 6,  2,0,0
2015,01,22,00,4, 6,  3,0,0
2015,01,22,00,4, 6,  4,0,0
2015,01,22,00,4, 6,  5,1,1
2015,01,22,00,4, 6,  6,0,0
2015,01,22,00,4, 7,  0,1,1
2015,01,22,00,4, 7,  1,1,1
2015,01,22,00,4, 7,  2,0,0
2015,01,22,00,4, 7,  3,0,0
2015,01,22,00,4, 7,  4,0,0
2015,01,22,00,4, 7,  5,1,1
2015,01,22,00,4, 7,  6,1,1
2015,01,22,00,4, 7,  7,0,0
2015,01,22,00,4, 7,  8,0,0
2015,01,22,00,4, 7,  9,1,1
2015,01,22,00,4, 7, 10,1,1
2015,01,22,00,4, 7, 11,0,0
2015,01,22,00,4, 8,  0,0,0
2015,01,22,00,4, 8,  1,0,0
2015,01,22,00,4, 8,  2,0,0
2015,01,22,00,4, 8,  3,0,0
2015,01,22,00,4, 8,  4,0,0
2015,01,22,00,4, 8,  5,0,0
2015,01,22,00,4, 8,  6,0,0
2015,01,22,01,1, 0,  0,0,0
2015,01,22,01,1, 0,  1,0,0
2015,01,22,01,1, 0,  2,0,0
2015,01,22,01,1, 0,  3,0,0
2015,01,22,01,1, 0,  4,0,0
2015,01,22,01,1, 0,  5,0,0
2015,01,22,01,1, 0,  6,0,0
2015,01,22,01,1, 0,  7,0,0
2015,01,22,01,1, 0,  8,0,0
2015,01,22,01,1, 0,  9,0,0
2015,01,22,01,1, 0, 10,0,0
2015,01,22,01,1, 0, 11,0,0
2015,01,22,01,1, 0, 12,0,0
2015,01,22,01,1, 0, 13,0,0
2015,01,22,01,1, 0, 14,0,0
2015,01,22,01,1, 0, 15,0,0
2015,01,22,01,1, 0, 16,0,0
2015,01,22,01,1, 0, 17,0,0
2015,01,22,01,1, 0, 18,0,0
2015,01,22,01,1, 0, 19,0,0
2015,01,22,01,1, 0, 20,0,0
2015,01,22,01,1, 0, 21,0,0
2015,01,22,01,1, 0, 22,0,0
2015,01,22,01,1, 0, 23,0,0
2015,01,22,01,1, 0, 24,0,0
2015,01,22,01,1, 0, 25,0,0
2015,01,22,01,1, 0, 26,0,0
2015,01,22,01,1, 0, 27,0,0
2015,01,22,01,1, 0, 28,0,0
2015,01,22,01,1, 0, 29,0,0
2015,01,22,01,1, 0, 30,0,0
2015,01,22,01,1, 0, 31,0,0
2015,01,22,01,1, 0, 32,0,0
2015,01,22,01,1, 0, 33,0,0
2015,01,22,01,1, 0, 34,0,0
2015,01,22,01,1, 0, 35,0,0
2015,01,22,01,1, 0, 36,0,0
2015,01,22,01,1, 1,  0,0,0
2015,01,22,01,1, 1,  1,0,0
2015,01,22,01,1, 1,  2,0,0
2015,01,22,01,1, 1,  3,0,0
2015,01,22,01,1, 1,  4,0,0
2015,01,22,01,1, 1,  5,0,0
2015,01,22,01,1, 1,  6,0,1
2015,01,22,01,1, 1,  7,0,1
2015,01,22,01,1, 1,  8,0,0
2015,01,22,01,1, 1,  9,0,0
2015,01,22,01,1, 1, 10,0,0
2015,01,22,01,1, 1, 11,1,1
2015,01,22,01,1, 2,  0,1,1
2015,01,22,01,1, 2,  1,0,0
2015,01,22,01,1, 2,  2,0,0
2015,01,22,01,1, 2,  3,0,0
2015,01,22,01,1, 2,  4,1,1
2015,01,22,01,1, 2,  5,0,1
2015,01,22,01,1, 2,  6,0,0
2015,01,22,01,1, 2,  7,0,0
2015,01,22,01,1, 2,  8,0,0
2015,01,22,01,1, 2,  9,0,0
2015,01,22,01,1, 2, 10,0,0
2015,01,22,01,1, 2, 11,1,1
2015,01,22,01,1, 2, 12,1,1
2015,01,22,01,1, 2, 13,0,0
2015,01,22,01,1, 2, 14,0,0
2015,01,22,01,1, 2, 15,1,0
2015,01,22,01,1, 2, 16,0,1
2015,01,22,01,1, 2, 17,0,0
2015,01,22,01,1, 2, 18,1,0
2015,01,22,01,1, 2, 19,1,0
2015,01,22,01,1, 2, 20,0,0
2015,01,22,01,1, 2, 21,0,0
2015,01,22,01,1, 2, 22,0,0
2015,01,22,01,1, 2, 23,1,0
2015,01,22,01,1, 2, 24,1,0
2015,01,22,01,1, 3,  0,0,0
2015,01,22,01,1, 3,  1,1,1
2015,01,22,01,1, 3,  2,0,0
2015,01,22,01,1, 3,  3,0,0
2015,01,22,01,1, 3,  4,0,0
2015,01,22,01,1, 3,  5,1,1
2015,01,22,01,1, 3,  6,0,0
2015,01,22,01,1, 3,  7,0,1
2015,01,22,01,1, 4,  0,0,0
2015,01,22,01,1, 4,  1,0,0
2015,01,22,01,1, 4,  2,0,1
2015,01,22,01,1, 4,  3,0,0
2015,01,22,01,1, 4,  4,1,0
2015,01,22,01,1, 4,  5,1,0
2015,01,22,01,1, 4,  6,0,1
2015,01,22,01,1, 4,  7,0,1
2015,01,22,01,1, 4,  8,0,0
2015,01,22,01,1, 4,  9,0,1
2015,01,22,01,1, 4, 10,1,0
2015,01,22,01,1, 4, 11,0,0
2015,01,22,01,1, 4, 12,1,1
