#year,month,day,hour,lineID,stationID,statusN,statusS
2014,7,27,0, 4, 15,0,0
2014,7,27,0, 4, 15,0,0
2014,7,27,0, 4, 15,0,0
2014,7,27,0, 4, 15,0,0
2014,7,27,1, 4, 15,0,0
2014,7,27,1, 4, 15,0,0
2014,7,27,1, 4, 15,0,0
2014,7,27,1, 4, 15,0,0
2014,7,27,2, 4, 15,0,0
2014,7,27,2, 4, 15,0,0
2014,7,27,2, 4, 15,0,0
2014,7,27,2, 4, 15,0,0
2014,7,27,3, 4, 15,0,0
2014,7,27,3, 4, 15,0,0
2014,7,27,3, 4, 15,0,0
2014,7,27,3, 4, 15,0,0
2014,7,27,4, 4, 15,0,0
2014,7,27,4, 4, 15,0,0
2014,7,27,4, 4, 15,0,0
2014,7,27,4, 4, 15,0,0
2014,7,27,5, 4, 15,0,0
2014,7,27,5, 4, 15,0,0
2014,7,27,5, 4, 15,0,0
2014,7,27,5, 4, 15,0,0
2014,7,27,6, 4, 15,0,0
2014,7,27,6, 4, 15,0,0
2014,7,27,6, 4, 15,0,0
2014,7,27,6, 4, 15,0,0
2014,7,27,7, 4, 15,0,0
2014,7,27,7, 4, 15,0,0
2014,7,27,7, 4, 15,0,0
2014,7,27,7, 4, 15,0,0
2014,7,27,8, 4, 15,0,0
2014,7,27,8, 4, 15,0,0
2014,7,27,8, 4, 15,0,0
2014,7,27,8, 4, 15,0,0
2014,7,27,9, 4, 15,0,0
2014,7,27,9, 4, 15,0,0
2014,7,27,9, 4, 15,0,0
2014,7,27,9, 4, 15,0,0
2014,7,27,10, 4, 15,0,0
2014,7,27,10, 4, 15,0,0
2014,7,27,10, 4, 15,0,0
2014,7,27,10, 4, 15,0,0
2014,7,27,11, 4, 15,0,0
2014,7,27,11, 4, 15,0,0
2014,7,27,11, 4, 15,0,0
2014,7,27,11, 4, 15,0,0
2014,7,27,12, 4, 15,0,0
2014,7,27,12, 4, 15,0,0
2014,7,27,12, 4, 15,0,0
2014,7,27,12, 4, 15,0,0
2014,7,27,13, 4, 15,0,0
2014,7,27,13, 4, 15,0,0
2014,7,27,13, 4, 15,0,0
2014,7,27,13, 4, 15,0,0
2014,7,27,14, 4, 15,0,0
2014,7,27,14, 4, 15,0,0
2014,7,27,14, 4, 15,0,0
2014,7,27,14, 4, 15,0,0
2014,7,27,15, 4, 15,0,0
2014,7,27,15, 4, 15,0,0
2014,7,27,15, 4, 15,0,0
2014,7,27,15, 4, 15,0,0
2014,7,27,16, 4, 15,0,0
2014,7,27,16, 4, 15,0,0
2014,7,27,16, 4, 15,0,0
2014,7,27,16, 4, 15,0,0
2014,7,27,17, 4, 15,0,0
2014,7,27,17, 4, 15,0,0
2014,7,27,17, 4, 15,0,0
2014,7,27,17, 4, 15,0,0
2014,7,27,18, 4, 15,0,0
2014,7,27,18, 4, 15,0,0
2014,7,27,18, 4, 15,0,0
2014,7,27,18, 4, 15,0,0
2014,7,27,19, 4, 15,0,0
2014,7,27,19, 4, 15,0,0
2014,7,27,19, 4, 15,0,0
